Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-03-29,164.628,169.57,164.22,169.069,3300700,0.0,0.0
2018-04-02,171.313,172.713,165.908,167.808,2561200,0.0,0.0
2018-04-03,169.709,170.126,164.434,167.159,2018900,0.0,0.0
2018-04-04,164.183,166.853,162.95,166.492,2022200,0.0,0.0
2018-04-05,167.196,169.82,165.769,168.031,1619600,0.0,0.0
2018-04-06,169.709,171.192,163.933,165.481,2809600,0.0,0.0
2018-04-09,165.954,168.8,164.128,167.233,1896900,0.0,0.0
2018-04-10,169.662,170.719,168.29,169.922,1978600,0.0,0.0
2018-04-11,168.893,170.117,166.538,166.724,1180900,0.0,0.0
2018-04-12,167.669,174.298,167.076,173.037,3135900,0.0,0.0
2018-04-13,173.76,174.15,169.338,170.413,1477500,0.0,0.0
2018-04-16,171.044,175.003,169.088,174.947,1887900,0.0,0.0
2018-04-17,176.189,177.812,174.947,176.755,2068600,0.0,0.0
2018-04-18,177.497,180.139,176.875,178.85,1847200,0.0,0.0
2018-04-19,179.518,180.037,176.468,177.682,1845400,0.0,0.0
2018-04-20,177.218,179.036,176.319,178.479,1902800,0.0,0.0
2018-04-23,178.943,179.916,175.754,179.156,1777300,0.0,0.0
2018-04-24,179.62,180.473,173.269,176.152,3979400,0.0,0.0
2018-04-25,171.674,172.88,166.158,169.561,4413700,0.0,0.0
2018-04-26,169.876,171.239,166.928,170.831,2336800,0.0,0.0
2018-04-27,171.804,173.955,170.098,171.619,2057700,0.0,0.0
2018-04-30,172.425,174.595,171.665,172.62,2299100,0.0,0.0
2018-05-01,174.697,178.424,174.317,177.868,2864400,0.0,0.0
2018-05-02,177.293,179.332,175.522,177.107,1816000,0.0,0.0
2018-05-03,176.885,178.285,174.511,177.654,1781300,0.0,0.0
2018-05-04,176.653,181.085,176.486,178.387,2311900,0.0,0.0
2018-05-07,178.785,179.369,176.264,177.923,1936000,0.0,0.0
2018-05-08,177.626,179.11,177.033,177.775,1261600,0.0,0.0
2018-05-09,177.525,184.737,176.616,184.691,3152400,0.0,0.0
2018-05-10,185.192,187.723,182.466,186.823,2749300,0.0,0.0
2018-05-11,186.36,186.805,181.029,181.391,1899800,0.0,0.0
2018-05-14,181.196,182.151,177.024,177.664,2624900,0.0,0.0
2018-05-15,177.645,178.257,174.65,177.005,1883100,0.0,0.0
2018-05-16,176.996,180.179,176.335,179.183,1672900,0.75,0.0
2018-05-17,179.407,180.905,176.14,176.828,1721500,0.0,0.0
2018-05-18,176.633,178.755,174.958,175.944,1319400,0.0,0.0
2018-05-21,178.979,182.795,178.532,180.738,2492900,0.0,0.0
2018-05-22,180.794,181.501,178.876,180.458,1195100,0.0,0.0
2018-05-23,179.351,181.259,178.662,181.138,1247100,0.0,0.0
2018-05-24,181.203,181.631,180.068,180.244,814900,0.0,0.0
